case:concept:name,concept:name,time:timestamp,timesincemidnight,month,weekday,hour,timesincelastevent,timesincecasestart,event_nr,open_cases,label,magnitude
8bf6a02f-c1c7-480f-8669-aac879d859a4,send invoice,2024-03-11 10:48:13,648,3,0,10,0.13,0.18,3,12,deviant,125.25
8c0a9ced-e8e1-46e5-a7fb-324b9d5fce20,check availability,2024-03-11 10:49:48,649,3,0,10,0.0,0.0,1,60,deviant,713.33
8c0a9ced-e8e1-46e5-a7fb-324b9d5fce20,confirm order,2024-03-11 10:49:54,649,3,0,10,0.1,0.1,2,63,deviant,713.33
8c0a9ced-e8e1-46e5-a7fb-324b9d5fce20,send invoice,2024-03-11 10:50:04,650,3,0,10,0.17,0.27,3,67,deviant,713.33
8c77f9dc-6dbf-4820-a7e0-7825159fcff5,check availability,2024-03-11 10:55:04,655,3,0,10,0.0,0.0,1,227,regular,0.0
8c77f9dc-6dbf-4820-a7e0-7825159fcff5,confirm order,2024-03-11 10:55:06,655,3,0,10,0.03,0.03,2,228,regular,0.0
8c77f9dc-6dbf-4820-a7e0-7825159fcff5,send invoice,2024-03-11 10:55:10,655,3,0,10,0.07,0.1,3,231,regular,0.0
8c9a3bde-9b99-4593-b74f-e75912f83072,check availability,2023-12-08 02:24:42,144,12,4,2,0.0,0.0,1,168,regular,0.0
8c9a3bde-9b99-4593-b74f-e75912f83072,reject order,2023-12-08 02:24:47,144,12,4,2,0.08,0.08,2,174,regular,0.0
8c9da1dc-3b0e-41ae-b98c-4f0a4030cf1d,check availability,2024-03-11 10:48:44,648,3,0,10,0.0,0.0,1,30,deviant,125.18
8c9da1dc-3b0e-41ae-b98c-4f0a4030cf1d,confirm order,2024-03-11 10:48:47,648,3,0,10,0.05,0.05,2,32,deviant,125.18
8c9da1dc-3b0e-41ae-b98c-4f0a4030cf1d,send invoice,2024-03-11 10:48:57,648,3,0,10,0.17,0.22,3,35,deviant,125.18
8caab459-b90c-4a59-a8fb-5f8e70732eaa,check availability,2024-03-11 10:53:59,653,3,0,10,0.0,0.0,1,195,regular,0.0
8caab459-b90c-4a59-a8fb-5f8e70732eaa,confirm order,2024-03-11 10:54:01,654,3,0,10,0.03,0.03,2,196,regular,0.0
8caab459-b90c-4a59-a8fb-5f8e70732eaa,send invoice,2024-03-11 10:54:05,654,3,0,10,0.07,0.1,3,199,regular,0.0
8caf91c1-c030-438d-ae21-024b5012bdec,check availability,2024-03-11 10:49:31,649,3,0,10,0.0,0.0,1,53,regular,0.0
8caf91c1-c030-438d-ae21-024b5012bdec,reject order,2024-03-11 10:49:36,649,3,0,10,0.08,0.08,2,55,regular,0.0
8cc6b5d0-9fdf-4bde-bd4c-716d00b49093,check availability,2024-03-11 10:51:18,651,3,0,10,0.0,0.0,1,105,deviant,1455.25
8cc6b5d0-9fdf-4bde-bd4c-716d00b49093,confirm order,2024-03-11 10:51:22,651,3,0,10,0.07,0.07,2,108,deviant,1455.25
8cc6b5d0-9fdf-4bde-bd4c-716d00b49093,send invoice,2024-03-11 10:51:28,651,3,0,10,0.1,0.17,3,111,deviant,1455.25
8d0d4558-1eaf-491d-a350-d76ee54786bb,check availability,2023-12-08 02:26:26,146,12,4,2,0.0,0.0,1,283,deviant,1570.3
8d0d4558-1eaf-491d-a350-d76ee54786bb,confirm order,2023-12-08 02:26:28,146,12,4,2,0.03,0.03,2,283,deviant,1570.3
8d0d4558-1eaf-491d-a350-d76ee54786bb,send invoice,2023-12-08 02:26:30,146,12,4,2,0.03,0.07,3,281,deviant,1570.3
8d16f308-6080-490c-90e3-cad289504c89,check availability,2024-03-11 10:49:21,649,3,0,10,0.0,0.0,1,46,deviant,713.07
8d16f308-6080-490c-90e3-cad289504c89,confirm order,2024-03-11 10:49:23,649,3,0,10,0.03,0.03,2,48,deviant,713.07
8d16f308-6080-490c-90e3-cad289504c89,send invoice,2024-03-11 10:49:26,649,3,0,10,0.05,0.08,3,48,deviant,713.07
8d3ccb5b-8d1a-43b4-b65a-bd8e71ecdcbf,check availability,2023-12-08 02:51:52,171,12,4,2,0.0,0.0,1,319,deviant,1148.1
8d3ccb5b-8d1a-43b4-b65a-bd8e71ecdcbf,confirm order,2023-12-08 02:51:57,171,12,4,2,0.08,0.08,2,325,deviant,1148.1
8d3ccb5b-8d1a-43b4-b65a-bd8e71ecdcbf,send invoice,2023-12-08 02:52:01,172,12,4,2,0.07,0.15,3,328,deviant,1148.1
8d7520e1-233e-403b-8347-69870c6a0252,check availability,2024-03-11 10:55:36,655,3,0,10,0.0,0.0,1,243,regular,0.0
8d7520e1-233e-403b-8347-69870c6a0252,reject order,2024-03-11 10:55:40,655,3,0,10,0.07,0.07,2,243,regular,0.0
8da5c710-0fde-45d2-9ae6-9365fded03f1,check availability,2024-03-11 10:52:44,652,3,0,10,0.0,0.0,1,153,deviant,1701.15
8da5c710-0fde-45d2-9ae6-9365fded03f1,confirm order,2024-03-11 10:52:50,652,3,0,10,0.1,0.1,2,156,deviant,1701.15
8da5c710-0fde-45d2-9ae6-9365fded03f1,send invoice,2024-03-11 10:52:51,652,3,0,10,0.02,0.12,3,156,deviant,1701.15
8dde01f0-e8b3-4eec-b251-878442f5f08e,check availability,2023-12-08 02:24:35,144,12,4,2,0.0,0.0,1,162,regular,0.0
8dde01f0-e8b3-4eec-b251-878442f5f08e,reject order,2023-12-08 02:24:37,144,12,4,2,0.03,0.03,2,161,regular,0.0
8e8b1884-add4-423a-b7c2-6b3e39db26c2,check availability,2024-03-11 10:48:39,648,3,0,10,0.0,0.0,1,30,regular,0.0
8e8b1884-add4-423a-b7c2-6b3e39db26c2,reject order,2024-03-11 10:48:42,648,3,0,10,0.05,0.05,2,30,regular,0.0
8ecf1470-514d-45b1-82b7-bdb64c7408e9,check availability,2024-03-11 10:53:53,653,3,0,10,0.0,0.0,1,192,regular,0.0
8ecf1470-514d-45b1-82b7-bdb64c7408e9,reject order,2024-03-11 10:53:55,653,3,0,10,0.03,0.03,2,193,regular,0.0
8f06c026-dc32-4049-a011-4e41bf73571d,check availability,2024-03-11 10:52:20,652,3,0,10,0.0,0.0,1,137,regular,0.0
8f06c026-dc32-4049-a011-4e41bf73571d,reject order,2024-03-11 10:52:23,652,3,0,10,0.05,0.05,2,137,regular,0.0
8f0e5f9a-cb34-4c01-a900-6a8148411b30,check availability,2024-03-11 10:51:46,651,3,0,10,0.0,0.0,1,119,regular,0.0
8f0e5f9a-cb34-4c01-a900-6a8148411b30,reject order,2024-03-11 10:51:50,651,3,0,10,0.07,0.07,2,121,regular,0.0
8f360fe0-b966-48eb-abd0-68e803274f6c,check availability,2023-12-07 18:12:30,1092,12,3,18,0.0,0.0,1,96,regular,0.0
8f360fe0-b966-48eb-abd0-68e803274f6c,reject order,2023-12-07 18:12:36,1092,12,3,18,0.1,0.1,2,101,regular,0.0
8f536f1d-d25f-41f2-bb9c-2983828b6276,check availability,2023-12-07 18:12:35,1092,12,3,18,0.0,0.0,1,101,regular,0.0
8f536f1d-d25f-41f2-bb9c-2983828b6276,confirm order,2023-12-07 18:12:40,1092,12,3,18,0.08,0.08,2,105,regular,0.0
8f536f1d-d25f-41f2-bb9c-2983828b6276,send invoice,2023-12-07 18:12:45,1092,12,3,18,0.08,0.17,3,105,regular,0.0
8fbcdc8f-c8b2-41d0-888c-5285ebd78479,check availability,2023-12-07 18:13:05,1093,12,3,18,0.0,0.0,1,135,deviant,1310.16
8fbcdc8f-c8b2-41d0-888c-5285ebd78479,confirm order,2023-12-07 18:13:09,1093,12,3,18,0.07,0.07,2,133,deviant,1310.16
8fbcdc8f-c8b2-41d0-888c-5285ebd78479,send invoice,2023-12-07 18:13:14,1093,12,3,18,0.08,0.15,3,131,deviant,1310.16
8feb4a47-b482-4f66-ba68-a6d458db0b1b,check availability,2024-03-11 10:51:01,651,3,0,10,0.0,0.0,1,96,deviant,1148.06
8feb4a47-b482-4f66-ba68-a6d458db0b1b,confirm order,2024-03-11 10:51:05,651,3,0,10,0.07,0.07,2,97,deviant,1148.06
8fee27e2-c76f-4afb-aefb-4fffab1de1ee,check availability,2024-03-11 10:51:36,651,3,0,10,0.0,0.0,1,115,deviant,1455.3
8fee27e2-c76f-4afb-aefb-4fffab1de1ee,confirm order,2024-03-11 10:51:41,651,3,0,10,0.08,0.08,2,115,deviant,1455.3
8fee27e2-c76f-4afb-aefb-4fffab1de1ee,send invoice,2024-03-11 10:51:50,651,3,0,10,0.15,0.23,3,121,deviant,1455.3
90274539-5056-461a-8ec3-d3bfb937db39,check availability,2023-12-08 02:51:48,171,12,4,2,0.0,0.0,1,316,deviant,1148.21
90274539-5056-461a-8ec3-d3bfb937db39,confirm order,2023-12-08 02:51:52,171,12,4,2,0.07,0.07,2,319,deviant,1148.21
90274539-5056-461a-8ec3-d3bfb937db39,send invoice,2023-12-08 02:51:55,171,12,4,2,0.05,0.12,3,322,deviant,1148.21
9037c741-adbf-45ad-af48-0feb452ea82c,check availability,2023-12-08 02:23:59,143,12,4,2,0.0,0.0,1,133,regular,0.0
9037c741-adbf-45ad-af48-0feb452ea82c,reject order,2023-12-08 02:24:03,144,12,4,2,0.07,0.07,2,135,regular,0.0
9132846d-6d9d-4110-a2e1-2d2a1050b7a0,check availability,2023-12-07 18:11:58,1091,12,3,18,0.0,0.0,1,62,regular,0.0
9132846d-6d9d-4110-a2e1-2d2a1050b7a0,confirm order,2023-12-07 18:12:03,1092,12,3,18,0.08,0.08,2,69,regular,0.0
9132846d-6d9d-4110-a2e1-2d2a1050b7a0,send invoice,2023-12-07 18:12:15,1092,12,3,18,0.2,0.28,3,78,regular,0.0
9140aec1-7df8-4334-a3b0-972bb26e4fcc,check availability,2024-03-11 10:58:05,658,3,0,10,0.0,0.0,1,326,deviant,1310.18
9140aec1-7df8-4334-a3b0-972bb26e4fcc,confirm order,2024-03-11 10:58:08,658,3,0,10,0.05,0.05,2,327,deviant,1310.18
9140aec1-7df8-4334-a3b0-972bb26e4fcc,send invoice,2024-03-11 10:58:16,658,3,0,10,0.13,0.18,3,333,deviant,1310.18
91ddef4d-9c3b-4894-a974-793046516076,check availability,2024-03-11 10:57:23,657,3,0,10,0.0,0.0,1,299,deviant,125.15
91ddef4d-9c3b-4894-a974-793046516076,confirm order,2024-03-11 10:57:28,657,3,0,10,0.08,0.08,2,301,deviant,125.15
91ddef4d-9c3b-4894-a974-793046516076,send invoice,2024-03-11 10:57:36,657,3,0,10,0.13,0.22,3,308,deviant,125.15
926f70b1-cf95-4e8e-9b66-191c40ea06c4,check availability,2024-03-11 10:55:57,655,3,0,10,0.0,0.0,1,253,regular,0.0
926f70b1-cf95-4e8e-9b66-191c40ea06c4,confirm order,2024-03-11 10:56:00,656,3,0,10,0.05,0.05,2,254,regular,0.0
926f70b1-cf95-4e8e-9b66-191c40ea06c4,send invoice,2024-03-11 10:56:07,656,3,0,10,0.12,0.17,3,259,regular,0.0
92c8ec31-5dc9-4145-891d-923a43cb2472,check availability,2024-03-11 10:53:39,653,3,0,10,0.0,0.0,1,184,regular,0.0
92c8ec31-5dc9-4145-891d-923a43cb2472,confirm order,2024-03-11 10:53:41,653,3,0,10,0.03,0.03,2,185,regular,0.0
92c8ec31-5dc9-4145-891d-923a43cb2472,send invoice,2024-03-11 10:53:43,653,3,0,10,0.03,0.07,3,187,regular,0.0
9338905c-5c6d-4dc6-8ddd-cbdf577de28f,check availability,2023-12-08 02:26:16,146,12,4,2,0.0,0.0,1,259,deviant,1570.33
9338905c-5c6d-4dc6-8ddd-cbdf577de28f,confirm order,2023-12-08 02:26:19,146,12,4,2,0.05,0.05,2,263,deviant,1570.33
9338905c-5c6d-4dc6-8ddd-cbdf577de28f,send invoice,2023-12-08 02:26:21,146,12,4,2,0.03,0.08,3,269,deviant,1570.33
93423e6b-2f2e-45f7-939b-a1cc959c5d08,check availability,2024-03-11 10:58:35,658,3,0,10,0.0,0.0,1,344,deviant,1310.09
93423e6b-2f2e-45f7-939b-a1cc959c5d08,confirm order,2024-03-11 10:58:40,658,3,0,10,0.08,0.08,2,348,deviant,1310.09
9348e429-c24d-472f-84da-b77d37ca2aec,check availability,2023-12-08 02:51:19,171,12,4,2,0.0,0.0,1,293,deviant,125.1
9348e429-c24d-472f-84da-b77d37ca2aec,confirm order,2023-12-08 02:51:22,171,12,4,2,0.05,0.05,2,296,deviant,125.1
93571ef9-33db-4d91-9e51-44011998c0d2,check availability,2023-12-08 02:25:20,145,12,4,2,0.0,0.0,1,201,regular,0.0
93571ef9-33db-4d91-9e51-44011998c0d2,reject order,2023-12-08 02:25:22,145,12,4,2,0.03,0.03,2,204,regular,0.0
93654338-8db0-4f80-843b-2704c92ee16c,check availability,2024-03-11 10:53:57,653,3,0,10,0.0,0.0,1,194,regular,0.0
93654338-8db0-4f80-843b-2704c92ee16c,reject order,2024-03-11 10:54:02,654,3,0,10,0.08,0.08,2,196,regular,0.0
93840e4a-8d11-4e50-b5af-c424cc794f27,check availability,2024-03-11 10:57:07,657,3,0,10,0.0,0.0,1,290,deviant,125.27
93840e4a-8d11-4e50-b5af-c424cc794f27,confirm order,2024-03-11 10:57:09,657,3,0,10,0.03,0.03,2,289,deviant,125.27
93840e4a-8d11-4e50-b5af-c424cc794f27,send invoice,2024-03-11 10:57:18,657,3,0,10,0.15,0.18,3,295,deviant,125.27
93ac3682-1a25-4129-97b5-d44453933989,check availability,2023-12-08 02:24:05,144,12,4,2,0.0,0.0,1,137,regular,0.0
93ac3682-1a25-4129-97b5-d44453933989,confirm order,2023-12-08 02:24:07,144,12,4,2,0.03,0.03,2,139,regular,0.0
93ac3682-1a25-4129-97b5-d44453933989,send invoice,2023-12-08 02:24:09,144,12,4,2,0.03,0.07,3,141,regular,0.0
93e39f21-8fd7-456a-a920-75dd81c92246,check availability,2023-12-07 18:12:17,1092,12,3,18,0.0,0.0,1,82,regular,0.0
93e39f21-8fd7-456a-a920-75dd81c92246,confirm order,2023-12-07 18:12:21,1092,12,3,18,0.07,0.07,2,85,regular,0.0
93e39f21-8fd7-456a-a920-75dd81c92246,send invoice,2023-12-07 18:12:23,1092,12,3,18,0.03,0.1,3,87,regular,0.0
95a537bd-826b-4260-8c66-d27c4aae35c2,check availability,2024-03-11 10:58:29,658,3,0,10,0.0,0.0,1,340,deviant,1310.18
95a537bd-826b-4260-8c66-d27c4aae35c2,confirm order,2024-03-11 10:58:32,658,3,0,10,0.05,0.05,2,341,deviant,1310.18
95a537bd-826b-4260-8c66-d27c4aae35c2,send invoice,2024-03-11 10:58:36,658,3,0,10,0.07,0.12,3,344,deviant,1310.18
962c1f50-35df-409f-8882-875d3a2265f2,check availability,2023-12-08 02:24:05,144,12,4,2,0.0,0.0,1,137,regular,0.0
962c1f50-35df-409f-8882-875d3a2265f2,confirm order,2023-12-08 02:24:10,144,12,4,2,0.08,0.08,2,142,regular,0.0
962c1f50-35df-409f-8882-875d3a2265f2,send invoice,2023-12-08 02:24:13,144,12,4,2,0.05,0.13,3,144,regular,0.0
9642e4f3-3c89-43f2-843f-b3959f12fb59,check availability,2024-03-11 10:54:36,654,3,0,10,0.0,0.0,1,210,regular,0.0
9642e4f3-3c89-43f2-843f-b3959f12fb59,reject order,2024-03-11 10:54:38,654,3,0,10,0.03,0.03,2,210,regular,0.0
965276da-ae8a-4b4e-98da-9ed408616223,check availability,2023-12-07 18:12:39,1092,12,3,18,0.0,0.0,1,103,regular,0.0
965276da-ae8a-4b4e-98da-9ed408616223,reject order,2023-12-07 18:12:44,1092,12,3,18,0.08,0.08,2,105,regular,0.0
96722663-a69c-4b03-93ea-f56b3268e936,check availability,2024-03-11 10:53:18,653,3,0,10,0.0,0.0,1,172,deviant,1701.26
96722663-a69c-4b03-93ea-f56b3268e936,confirm order,2024-03-11 10:53:22,653,3,0,10,0.07,0.07,2,172,deviant,1701.26
96722663-a69c-4b03-93ea-f56b3268e936,send invoice,2024-03-11 10:53:28,653,3,0,10,0.1,0.17,3,177,deviant,1701.26
969d8cfc-a73d-4af7-b0ef-872fb2429c2b,check availability,2024-03-11 10:48:31,648,3,0,10,0.0,0.0,1,24,deviant,125.27
969d8cfc-a73d-4af7-b0ef-872fb2429c2b,confirm order,2024-03-11 10:48:36,648,3,0,10,0.08,0.08,2,27,deviant,125.27
969d8cfc-a73d-4af7-b0ef-872fb2429c2b,send invoice,2024-03-11 10:48:44,648,3,0,10,0.13,0.22,3,30,deviant,125.27
96a19d28-cdd6-4adf-9dff-ad5b12cd9423,check availability,2023-12-08 02:26:25,146,12,4,2,0.0,0.0,1,278,deviant,1570.18
96a19d28-cdd6-4adf-9dff-ad5b12cd9423,confirm order,2023-12-08 02:26:26,146,12,4,2,0.02,0.02,2,283,deviant,1570.18
96a19d28-cdd6-4adf-9dff-ad5b12cd9423,send invoice,2023-12-08 02:26:33,146,12,4,2,0.12,0.13,3,280,deviant,1570.18
96e8119c-a110-4ad2-b692-2d12fc09d459,check availability,2023-12-08 02:24:38,144,12,4,2,0.0,0.0,1,164,regular,0.0
96e8119c-a110-4ad2-b692-2d12fc09d459,confirm order,2023-12-08 02:24:44,144,12,4,2,0.1,0.1,2,172,regular,0.0
96e8119c-a110-4ad2-b692-2d12fc09d459,send invoice,2023-12-08 02:24:55,144,12,4,2,0.18,0.28,3,179,regular,0.0
972b2870-bfda-4d12-b290-ca63969b69fb,check availability,2023-12-08 02:25:55,145,12,4,2,0.0,0.0,1,242,regular,0.0
972b2870-bfda-4d12-b290-ca63969b69fb,reject order,2023-12-08 02:26:00,146,12,4,2,0.08,0.08,2,245,regular,0.0
9747b227-d560-431b-b173-ebaf242c4f43,check availability,2023-12-08 02:24:48,144,12,4,2,0.0,0.0,1,175,regular,0.0
9747b227-d560-431b-b173-ebaf242c4f43,confirm order,2023-12-08 02:24:52,144,12,4,2,0.07,0.07,2,179,regular,0.0
98401040-0ba3-4aba-b626-01a50a714337,check availability,2023-12-07 18:13:05,1093,12,3,18,0.0,0.0,1,135,regular,0.0
98401040-0ba3-4aba-b626-01a50a714337,reject order,2023-12-07 18:13:09,1093,12,3,18,0.07,0.07,2,133,regular,0.0
98656d27-50e3-40d0-b944-31dbc8489cbe,confirm order,2023-12-07 18:10:53,1090,12,3,18,0.0,0.0,1,9,regular,0.0
98656d27-50e3-40d0-b944-31dbc8489cbe,send invoice,2023-12-07 18:11:00,1091,12,3,18,0.12,0.12,2,15,regular,0.0
98ca19f0-c9a3-4698-b847-e2656e2464d0,check availability,2023-12-08 02:26:03,146,12,4,2,0.0,0.0,1,247,deviant,15.15
98ca19f0-c9a3-4698-b847-e2656e2464d0,confirm order,2023-12-08 02:26:05,146,12,4,2,0.03,0.03,2,250,deviant,15.15
98ca19f0-c9a3-4698-b847-e2656e2464d0,send invoice,2023-12-08 02:26:08,146,12,4,2,0.05,0.08,3,251,deviant,15.15
98efbbb6-8036-4a36-87f3-2932fd7396d7,check availability,2023-12-08 02:25:27,145,12,4,2,0.0,0.0,1,211,regular,0.0
98efbbb6-8036-4a36-87f3-2932fd7396d7,confirm order,2023-12-08 02:25:30,145,12,4,2,0.05,0.05,2,217,regular,0.0
990355c5-bb52-47e4-8b97-afa6596ba609,check availability,2023-12-08 02:52:12,172,12,4,2,0.0,0.0,1,342,deviant,1701.15
990355c5-bb52-47e4-8b97-afa6596ba609,confirm order,2023-12-08 02:52:18,172,12,4,2,0.1,0.1,2,349,deviant,1701.15
990355c5-bb52-47e4-8b97-afa6596ba609,send invoice,2023-12-08 02:52:20,172,12,4,2,0.03,0.13,3,347,deviant,1701.15
99161517-c6b8-4c3b-b57d-7a09dd176c59,check availability,2023-12-08 02:24:23,144,12,4,2,0.0,0.0,1,154,regular,0.0
99161517-c6b8-4c3b-b57d-7a09dd176c59,confirm order,2023-12-08 02:24:26,144,12,4,2,0.05,0.05,2,156,regular,0.0
99161517-c6b8-4c3b-b57d-7a09dd176c59,send invoice,2023-12-08 02:24:35,144,12,4,2,0.15,0.2,3,162,regular,0.0
9988c3db-3f8b-413a-b490-013af264acd2,check availability,2024-03-11 10:48:56,648,3,0,10,0.0,0.0,1,34,regular,0.0
9988c3db-3f8b-413a-b490-013af264acd2,reject order,2024-03-11 10:49:00,649,3,0,10,0.07,0.07,2,36,regular,0.0
999f9c2c-178c-40fd-bdf5-c304c399e662,check availability,2024-03-11 10:49:15,649,3,0,10,0.0,0.0,1,43,deviant,713.28
999f9c2c-178c-40fd-bdf5-c304c399e662,confirm order,2024-03-11 10:49:19,649,3,0,10,0.07,0.07,2,46,deviant,713.28
999f9c2c-178c-40fd-bdf5-c304c399e662,send invoice,2024-03-11 10:49:29,649,3,0,10,0.17,0.23,3,51,deviant,713.28
9a39e733-9c10-48db-aebc-47958b1ecf95,check availability,2023-12-08 02:52:01,172,12,4,2,0.0,0.0,1,328,deviant,1455.19
9a39e733-9c10-48db-aebc-47958b1ecf95,confirm order,2023-12-08 02:52:03,172,12,4,2,0.03,0.03,2,331,deviant,1455.19
9a39e733-9c10-48db-aebc-47958b1ecf95,send invoice,2023-12-08 02:52:06,172,12,4,2,0.05,0.08,3,333,deviant,1455.19
9ae14c5d-3184-4be6-9203-0de669736fa9,check availability,2023-12-08 02:51:41,171,12,4,2,0.0,0.0,1,311,deviant,1148.33
9ae14c5d-3184-4be6-9203-0de669736fa9,confirm order,2023-12-08 02:51:42,171,12,4,2,0.02,0.02,2,312,deviant,1148.33
9ae14c5d-3184-4be6-9203-0de669736fa9,send invoice,2023-12-08 02:51:52,171,12,4,2,0.17,0.18,3,319,deviant,1148.33
9aeddc86-20e3-4282-ac30-2beeb1683241,check availability,2024-03-11 10:52:26,652,3,0,10,0.0,0.0,1,140,deviant,1701.35
9aeddc86-20e3-4282-ac30-2beeb1683241,confirm order,2024-03-11 10:52:29,652,3,0,10,0.05,0.05,2,142,deviant,1701.35
9aeddc86-20e3-4282-ac30-2beeb1683241,send invoice,2024-03-11 10:52:35,652,3,0,10,0.1,0.15,3,147,deviant,1701.35
9afba8fc-d65c-4751-8255-594953e66b99,check availability,2023-12-07 18:11:46,1091,12,3,18,0.0,0.0,1,55,regular,0.0
9afba8fc-d65c-4751-8255-594953e66b99,reject order,2023-12-07 18:11:51,1091,12,3,18,0.08,0.08,2,60,regular,0.0
9b5c3325-c329-4299-b4de-452ba59e0cc5,check availability,2023-12-07 18:13:06,1093,12,3,18,0.0,0.0,1,135,deviant,1310.34
9b5c3325-c329-4299-b4de-452ba59e0cc5,confirm order,2023-12-07 18:13:08,1093,12,3,18,0.03,0.03,2,135,deviant,1310.34
9b5c3325-c329-4299-b4de-452ba59e0cc5,send invoice,2023-12-07 18:13:12,1093,12,3,18,0.07,0.1,3,131,deviant,1310.34
9bfa0538-8037-4312-8edc-75bf047d0808,check availability,2024-03-11 10:48:09,648,3,0,10,0.0,0.0,1,10,deviant,125.28
9bfa0538-8037-4312-8edc-75bf047d0808,confirm order,2024-03-11 10:48:13,648,3,0,10,0.07,0.07,2,12,deviant,125.28
9bfa0538-8037-4312-8edc-75bf047d0808,send invoice,2024-03-11 10:48:24,648,3,0,10,0.18,0.25,3,19,deviant,125.28
9c22cbcd-f667-4843-8e62-804ee47ee395,check availability,2023-12-07 18:10:49,1090,12,3,18,0.0,0.0,1,2,regular,0.0
9c22cbcd-f667-4843-8e62-804ee47ee395,confirm order,2023-12-07 18:10:55,1090,12,3,18,0.1,0.1,2,12,regular,0.0
9c22cbcd-f667-4843-8e62-804ee47ee395,send invoice,2023-12-07 18:11:04,1091,12,3,18,0.15,0.25,3,18,regular,0.0
9ca3380c-639d-4131-9797-df9050b3fa19,check availability,2023-12-08 02:24:00,144,12,4,2,0.0,0.0,1,136,regular,0.0
9ca3380c-639d-4131-9797-df9050b3fa19,confirm order,2023-12-08 02:24:02,144,12,4,2,0.03,0.03,2,135,regular,0.0
9ca3380c-639d-4131-9797-df9050b3fa19,send invoice,2023-12-08 02:24:13,144,12,4,2,0.18,0.22,3,144,regular,0.0
9d06d1d6-d903-454b-a586-43e75a36982a,check availability,2023-12-07 18:10:51,1090,12,3,18,0.0,0.0,1,6,regular,0.0
9d06d1d6-d903-454b-a586-43e75a36982a,confirm order,2023-12-07 18:10:52,1090,12,3,18,0.02,0.02,2,7,regular,0.0
9d476110-f3fd-4e56-b688-f3a3648a19a8,check availability,2024-03-11 10:53:05,653,3,0,10,0.0,0.0,1,165,deviant,1701.25
9d476110-f3fd-4e56-b688-f3a3648a19a8,confirm order,2024-03-11 10:53:10,653,3,0,10,0.08,0.08,2,167,deviant,1701.25
9d476110-f3fd-4e56-b688-f3a3648a19a8,send invoice,2024-03-11 10:53:20,653,3,0,10,0.17,0.25,3,172,deviant,1701.25
9ddfe476-2a10-4f15-81fe-73d103513e05,check availability,2023-12-07 18:12:35,1092,12,3,18,0.0,0.0,1,101,regular,0.0
9ddfe476-2a10-4f15-81fe-73d103513e05,confirm order,2023-12-07 18:12:40,1092,12,3,18,0.08,0.08,2,105,regular,0.0
9e0986d4-ada5-410f-924b-b07dbf9335fa,check availability,2023-12-07 18:11:50,1091,12,3,18,0.0,0.0,1,58,regular,0.0
9e0986d4-ada5-410f-924b-b07dbf9335fa,reject order,2023-12-07 18:11:54,1091,12,3,18,0.07,0.07,2,61,regular,0.0
9e6f484e-3853-46cb-98bc-0a3321be461a,check availability,2024-03-11 10:55:49,655,3,0,10,0.0,0.0,1,247,regular,0.0
9e6f484e-3853-46cb-98bc-0a3321be461a,reject order,2024-03-11 10:55:54,655,3,0,10,0.08,0.08,2,251,regular,0.0
9e738823-2066-451e-89de-140db8d656df,check availability,2023-12-08 02:25:29,145,12,4,2,0.0,0.0,1,214,regular,0.0
9e738823-2066-451e-89de-140db8d656df,confirm order,2023-12-08 02:25:31,145,12,4,2,0.03,0.03,2,218,regular,0.0
9e738823-2066-451e-89de-140db8d656df,send invoice,2023-12-08 02:25:38,145,12,4,2,0.12,0.15,3,221,regular,0.0
9eea57f7-3af0-48c8-a526-d561fb304713,check availability,2023-12-07 18:11:46,1091,12,3,18,0.0,0.0,1,55,regular,0.0
9eea57f7-3af0-48c8-a526-d561fb304713,confirm order,2023-12-07 18:11:49,1091,12,3,18,0.05,0.05,2,56,regular,0.0
9eea57f7-3af0-48c8-a526-d561fb304713,send invoice,2023-12-07 18:12:00,1092,12,3,18,0.18,0.23,3,65,regular,0.0
9f3300a8-4c85-4b63-a33e-184f578526f2,check availability,2023-12-07 18:11:51,1091,12,3,18,0.0,0.0,1,60,regular,0.0
9f3300a8-4c85-4b63-a33e-184f578526f2,reject order,2023-12-07 18:11:56,1091,12,3,18,0.08,0.08,2,59,regular,0.0
9fa10fdb-261e-44b8-bec5-d2c119ff6dc2,check availability,2023-12-07 18:11:27,1091,12,3,18,0.0,0.0,1,36,regular,0.0
9fa10fdb-261e-44b8-bec5-d2c119ff6dc2,confirm order,2023-12-07 18:11:30,1091,12,3,18,0.05,0.05,2,39,regular,0.0
9fa10fdb-261e-44b8-bec5-d2c119ff6dc2,send invoice,2023-12-07 18:11:40,1091,12,3,18,0.17,0.22,3,47,regular,0.0
9fa786ee-b029-43e9-89c7-59eb233e2422,check availability,2024-03-11 10:50:26,650,3,0,10,0.0,0.0,1,78,regular,0.0
9fa786ee-b029-43e9-89c7-59eb233e2422,reject order,2024-03-11 10:50:28,650,3,0,10,0.03,0.03,2,77,regular,0.0
a01feae2-c956-450e-8fef-3b3cf12ebf1e,check availability,2023-12-07 18:11:46,1091,12,3,18,0.0,0.0,1,55,regular,0.0
a01feae2-c956-450e-8fef-3b3cf12ebf1e,confirm order,2023-12-07 18:11:51,1091,12,3,18,0.08,0.08,2,60,regular,0.0
a01feae2-c956-450e-8fef-3b3cf12ebf1e,send invoice,2023-12-07 18:12:00,1092,12,3,18,0.15,0.23,3,65,regular,0.0
